chưa	25451
bằng	25370
văn	25082
tới	25078
quá	25073
mặt	25040
kinh	24635
kết	24629
bình	24584
cầu	24529
tạo	24385
ảnh	24311
rồi	24146
chị	24075
nghiệp	24026
toàn	23929
trẻ	23911
muốn	23788
phương	23775
nhau	23642
lần	23564
giờ	23471
tuổi	23354
bên	23146
tác	23083
lực	23040
trọng	23016
bà	22993
chức	22831
giải	22736
vị	22538
lượng	22428
nội	22381
tính	22361
tốt	22291
thị	22197
khó	22134
trở	22065
du	22005
tập	21989
giới	21945
tư	21839
thức	21824
đều	21722
cái	21639
dự	21559
lúc	21456
phần	21410
thương	20745
cấp	20730
nó	20585
phòng	20575
thân	20450
quả	20446
tài	20440
thu	20421
báo	20331
tháng	20321
hà	20315
khiến	20266
án	20242
sử	20241
sĩ	20179
bắt	20129
bất	20013
thứ	19987
xuất	19967
trí	19940
giúp	19878
mọi	19819
xã	19802
pháp	19774
tìm	19765
cảnh	19737
đất	19666
độ	19602
thủ	19571
tuy	19498
thanh	19495
mỗi	19483
tay	19468
máy	19369
chuyện	19307
nơi	19219
tham	19051
mỹ	18878
tiếng	18837
đưa	18820
hệ	18770
khu	18645
vừa	18386
liên	18356
lịch	18347
chồng	18345
quyết	18327
hoá	18305
ấy	18302
gần	18280
bố	18202
diễn	18114
chất	18014
sao	17993
bao	17815
hoặc	17743
hoàn	17694
sức	17652
đặc	17632
địa	17615
vợ	17567
hết	17500
mang	17471
vấn	17456
biệt	17418
mua	17270
thêm	17240
giáo	17219
triển	17150
ai	17092
kỳ	17066
biển	17005
trị	16915
tổ	16854
luôn	16843
loại	16768
tục	16747
câu	16695
điện	16649
đẹp	16581
phụ	16557
bài	16535
từng	16520
kiến	16497
sáng	16473
sát	16428
giao	16316
bán	16316
chiến	16313
đông	16178
quy	16148
nhỏ	16087
tiêu	16056
đánh	15939
nguyễn	15808
hỏi	15803
bé	15788
đổi	15786
cá	15720
lời	15703
tăng	15669
dùng	15649
doanh	15581
gây	15562
quyền	15554
trang	15503
minh	15489
nữ	15475
thích	15436
dù	15303
tiên	15301
đơn	15288
tỉnh	15246
hiệu	15103
thay	15101
tra	15092
mạnh	15086
chọn	15033
bỏ	14987
hoa	14930
hoạt	14927
chí	14900
cứu	14865
nghĩ	14798
nguyên	14797
ngay	14669
chiếc	14616
chia	14590
vực	14584
sở	14572
thiết	14495
thật	14480
chế	14457
thí	14374
đủ	14373
phạm	14347
gái	14194
nhìn	14105
sách	14077
vật	14059
mất	14021
cứ	14002
nữa	13956
đội	13944
đời	13886
phẩm	13861
giữa	13839
bởi	13812
tích	13771
tất	13697
phố	13663
hồ	13637
tượng	13609
triệu	13552
dẫn	13539
ban	13303
mắt	13274
quân	13144
đạo	13140
xây	13135
phục	13102
nghệ	13041
thống	13033
hiểu	12987
chung	12975
gặp	12877
tranh	12859
chứng	12844
cây	12810
dựng	12806
luật	12772
ít	12730
ba	12644
lòng	12566
khoảng	12564
chuyển	12436
lấy	12408
khai	12283
môn	12280
lợi	12234
tiến	12206
dài	12156
trưởng	12048
hướng	12032
càng	11989
đúng	11966
giữ	11905
cố	11872
chuyên	11762
cuối	11760
xuống	11756
chân	11719
ngành	11718
chơi	11626
viện	11625
dễ	11615
biến	11612
xem	11611
lập	11590
vô	11567
chương	11460
xin	11428
tử	11386
truyền	11375
rõ	11307
giả	11265
kiện	11261
nhiệm	11257
hộ	11233
nạn	11222
bàn	11190
khoa	11093
phí	10950
vi	10942
chi	10875
trả	10859
lớp	10833
kiểm	10813
kế	10809
xác	10775
bác	10770
hải	10742
màu	10728
nghiệm	10689
cửa	10665
tên	10658
khá	10627
vệ	10610
kể	10587
hưởng	10519
tiết	10491
ứng	10484
xa	10471
vùng	10413
nghĩa	10383
món	10369
đặt	10348
đồ	10299
cháu	10290
nhập	10260
sẻ	10259
diện	10214
xử	10196
giảm	10178
dục	10160
nghe	10096
bay	10078
mức	10044
đảo	10040
khăn	10032
vui	10018
yếu	9897
liệu	9895
chẳng	9795
sang	9788
thái	9753
chạy	9750
ca	9741
tuyển	9716
hãy	9704
riêng	9699
nổi	9694
thuật	9676
đáng	9668
nhanh	9635
tổng	9610
thuộc	9604
đàn	9591
xảy	9589
tinh	9584
hoà	9543
gọi	9539
đôi	9534
trái	9520
cổ	9514
quản	9505
dịch	9490
lo	9489
mở	9485
dưới	9483
lao	9471
tương	9460
xét	9458
tưởng	9446
khả	9439
trai	9408
phía	9387
tàu	9383
hôm	9320
đá	9301
đâu	9296
đấu	9271
cạnh	9239
kỹ	9220
sắc	9168
căn	9141
đạt	9139
trạng	9119
đầy	9059
phong	9055
thiếu	9015
vàng	9011
huyện	8995
sơn	8984
nhật	8980
biểu	8970
hạn	8966
chịu	8965
phân	8944
mạng	8915
độc	8897
bước	8893
hoàng	8884
vài	8830
thư	8788
ty	8743
ký	8734
phim	8726
ngoại	8699
trợ	8632
chết	8632
áp	8610
lưu	8610
mùa	8603
chuẩn	8576
dành	8564
tuần	8536
lâu	8535
uống	8522
lễ	8502
tối	8501
nằm	8488
bắc	8482
nhớ	8391
đau	8346
đoàn	8342
đa	8314
cụ	8312
mục	8292
bóng	8282
xúc	8272
chiều	8256
khí	8232
tỷ	8202
trò	8185
đảm	8185
đêm	8174
hậu	8125
y	8123
danh	8103
mong	8081
vọng	8067
cáo	8038
chắc	8035
trời	8008
nhóm	7994
luận	7980
dương	7958
thuốc	7956
thần	7940
ngân	7918
hương	7869
mặc	7864
trách	7814
cha	7813
đào	7763
đứng	7758
chú	7754
nghề	7747
vẻ	7662
di	7645
phúc	7606
viết	7605
tố	7593
nguồn	7562
quảng	7560
khỏi	7547
cậu	7511
sân	7508
cộng	7501
đoạn	7498
cực	7475
nghị	7452
vũ	7445
buổi	7436
duy	7427
đứa	7382
ngồi	7288
phá	7271
nguy	7269
nghỉ	7252
đăng	7244
ninh	7240
ngủ	7230
tội	7217
tây	7198
đọc	7193
đóng	7181
hồi	7174
xanh	7144
phủ	7141
trận	7140
áo	7121
sơ	7105
châu	7104
chấp	7062
trực	7060
giám	7038
kéo	7038
kiếm	7026
đức	7006
sợ	6996
nhạc	6966
môi	6878
chỗ	6874
lãnh	6858
linh	6842
quen	6840
khoẻ	6829
quanh	6814
giống	6807
chăm	6803
chứ	6802
toán	6800
giác	6785
vận	6784
hiểm	6783
bức	6757
phản	6744
niên	6715
rộng	6714
ngờ	6706
thoại	6695
phút	6664
so	6663
hôn	6660
phù	6658
hữu	6649
tránh	6641
cung	6623
nặng	6612
trải	6602
vòng	6570
hoạch	6565
ngọc	6529
thú	6522
hạnh	6511
phép	6505
sâu	6478
âm	6472
thôi	6461
ánh	6443
tai	6428
nóng	6424
thiện	6413
ngôi	6410
mưa	6386
suy	6384
quê	6373
thiên	6367
giấy	6349
vai	6349
chợ	6345
vốn	6331
bánh	6327
trần	6325
ghi	6322
thậm	6319
sớm	6283
sai	6273
nuôi	6253
hại	6235
dung	6214
yên	6190
khám	6187
kỷ	6173
tiện	6148
lan	6132
thuận	6131
nghi	6121
hút	6089
lẽ	6076
góp	6059
chống	6057
thắng	6048
nông	6025
long	6016
may	6000
nhằm	5996
xuyên	5994
phú	5992
đỏ	5969
lựa	5959
dạy	5930
mối	5929
lê	5922
vượt	5910
mấy	5900
quay	5876
da	5862
máu	5861
tấn	5860
hạ	5859
thịt	5855
nhờ	5808
tận	5757
nghiên	5730
khắc	5706
huy	5699
sông	5664
trắng	5659
chuyến	5653
giản	5623
chờ	5620
gửi	5616
hỗ	5612
thăm	5595
phó	5592
lương	5580
cán	5576
đổ	5542
hát	5537
cải	5508
thưởng	5486
nền	5469
cười	5465
suốt	5455
tướng	5449
thử	5446
cường	5431
xuân	5428
quần	5425
thầy	5420
lai	5374
nghiêm	5360
lắm	5342
biên	5338
lĩnh	5313
khẩu	5310
quán	5300
hồng	5255
quang	5248
dần	5231
lạ	5202
thất	5195
bí	5191
thẳng	5167
gắng	5165
niệm	5157
quý	5155
mai	5150
coi	5138
niềm	5134
tịch	5111
miền	5106
thuỷ	5106
mô	5098
nắng	5095
tức	5092
nga	5063
lạc	5056
thảo	5025
gồm	4996
dấu	4992
ích	4988
tải	4981
kim	4981
kẻ	4965
lệ	4963
hùng	4929
chút	4918
dòng	4915
sư	4912
hy	4896
thấp	4896
làng	4889
bè	4867
ấn	4855
dưỡng	4854
giang	4850
thúc	4848
mái	4835
tuyệt	4827
ước	4803
sa	4793
cư	4766
luyện	4742
đà	4737
thơ	4723
mơ	4720
tuyến	4714
núi	4698
toà	4694
song	4691
lộ	4688
mắc	4671
tỏ	4668
nâng	4649
hấp	4645
đón	4639
cầm	4637
cân	4637
ưu	4628
cánh	4621
đỡ	4614
nhu	4591
đô	4588
sóc	4581
buồn	4580
nhẹ	4573
chữa	4565
đẩy	4561
hơi	4560
ngon	4552
ổn	4535
xung	4534
sẵn	4529
khẳng	4514
tiểu	4513
tầng	4507
hè	4497
xong	4480
lạnh	4472
lá	4470
nhiệt	4455
thừa	4455
đáp	4442
kia	4442
lắng	4433
mẫu	4431
trì	4426
bãi	4399
hầu	4388
trao	4375
nỗi	4367
tim	4364
khởi	4352
cuốn	4338
chắn	4321
hàn	4320
tết	4320
nợ	4319
phi	4306
dạng	4301
buộc	4291
ơn	4285
mê	4283
liệt	4279
bày	4278
thuê	4278
thoát	4277
phóng	4276
tuyên	4275
đừng	4263
lỗi	4239
cũ	4221
ngữ	4216
tộc	4212
chụp	4198
nguyện	4194
rau	4187
khoản	4183
tân	4177
tín	4175
ô	4172
xấu	4152
to	4150
trăm	4145
cục	4145
chóng	4125
tôn	4124
thai	4115
lái	4109
giỏi	4107
chàng	4106
khán	4087
kém	4076
cơm	4075
cử	4064
bạc	4054
gió	4054
tô	4014
kịp	4013
quận	4012
lửa	4012
hào	4009
nghèo	3998
giai	3992
phổ	3970
kiểu	3969
mãi	3962
sạch	3957
đảng	3942
chục	3941
phạt	3939
ngại	3931
tầm	3926
dàng	3925
dừng	3923
bây	3908
rơi	3908
ly	3899
quên	3885
gắn	3860
bổ	3859
nhắc	3856
đem	3854
tạm	3849
phối	3848
trồng	3840
sắp	3815
khóc	3813
tắc	3813
chữ	3793
xếp	3782
khảo	3770
cà	3760
tươi	3748
can	3744
cưới	3729
đấy	3728
tấm	3723
thoả	3715
đòi	3713
soát	3712
hài	3709
lâm	3708
dịp	3697
dầu	3690
tuấn	3688
cắt	3661
tóc	3649
khắp	3639
dây	3633
rừng	3626
đích	3620
khổ	3607
trương	3606
thiệt	3600
đợi	3596
băng	3595
sửa	3594
dũng	3533
bờ	3520
cận	3518
ngược	3514
chặt	3513
đột	3499
ngăn	3494
vay	3493
vinh	3482
rút	3480
tồn	3479
hắn	3473
đen	3473
khối	3470
nhiêu	3469
biện	3459
uỷ	3453
á	3450
cơn	3444
cướp	3441
đám	3438
màn	3428
kính	3423
bữa	3418
tặng	3415
thuyết	3402
nửa	3398
mát	3382
ngọt	3371
ràng	3371
nét	3344
cháy	3339
liền	3328
thơm	3314
loài	3308
bầu	3307
tốc	3293
huyết	3287
rượu	3280
hạt	3277
thẩm	3276
chấm	3274
chỉnh	3262
binh	3260
giàu	3256
siêu	3256
đốc	3255
phiên	3253
ngã	3249
hề	3245
mùi	3242
ngắn	3237
lẫn	3220
tái	3205
góc	3198
kích	3194
huynh	3192
mật	3189
khuyến	3187
trưng	3184
nắm	3182
cặp	3174
gà	3164
tĩnh	3160
bật	3157
vong	3156
ma	3140
truy	3129
khoá	3127
trộm	3118
thụ	3117
hẳn	3108
mại	3096
cam	3094
khánh	3091
nhiễm	3076
mời	3063
sàng	3054
cập	3046
phê	3045
khúc	3039
hưng	3038
sóng	3029
đuổi	3014
hoạ	3011
mạch	3004
tờ	3004
dư	2995
quà	2994
dám	2992
vững	2992
mắn	2986
nhấn	2976
miệng	2971
âu	2969
suất	2966
gốc	2957
lành	2950
vết	2940
ấm	2933
vĩnh	2905
lối	2899
giảng	2897
giết	2893
phận	2893
xưa	2892
bậc	2891
sỹ	2891
nộp	2883
thuế	2882
nấu	2881
thuyền	2874
ương	2873
ví	2869
la	2865
triều	2865
vân	2853
họp	2850
vỡ	2849
vườn	2843
thác	2840
kiên	2838
dao	2837
sữa	2833
chúc	2832
chở	2827
dậy	2825
ung	2823
tù	2822
trốn	2821
hiệp	2801
thao	2798
già	2788
dáng	2787
chảy	2785
thôn	2784
túi	2783
nối	2782
đáo	2782
lược	2777
chào	2776
gương	2775
mệt	2769
dị	2769
chiếm	2764
nỗ	2764
miễn	2763
mộ	2757
trúc	2749
rối	2736
loạt	2733
căng	2729
tắm	2728
kèm	2712
thận	2708
mừng	2703
ngang	2703
cát	2700
nghìn	2699
hồn	2686
mềm	2684
kịch	2680
sắm	2674
trông	2671
sổ	2670
xóm	2666
hoang	2662
đoán	2661
ôm	2659
sung	2658
đẳng	2653
dựa	2649
tường	2648
nổ	2646
sài	2636
thách	2636
kêu	2627
bụng	2622
trùng	2610
đợt	2603
nàng	2602
hứng	2591
giọng	2569
nhảy	2560
đài	2560
đam	2554
xứ	2553
phường	2550
chậm	2549
thang	2545
rời	2544
sạn	2543
vé	2540
khô	2536
trú	2534
bò	2532
mũi	2532
ngôn	2523
đỗ	2519
trụ	2510
thở	2505
lệnh	2501
ủng	2493
cấu	2492
thoải	2488
khủng	2487
hằng	2478
nhi	2476
kiệm	2476
đua	2468
lặng	2463
đậu	2458
chứa	2455
hẹn	2438
trại	2431
gòn	2420
mẽ	2418
gỗ	2417
đâm	2413
nhắn	2412
đèn	2411
nẵng	2406
loạn	2397
tạp	2397
xu	2391
cấm	2383
ngập	2371
ngàn	2367
mỏi	2358
bồi	2358
thượng	2357
dụ	2357
đương	2346
trứng	2340
chu	2332
trinh	2329
chạm	2326
lũ	2302
dõi	2294
xinh	2275
hiếm	2271
bến	2262
chó	2257
chấn	2252
tuỳ	2246
giấc	2245
nêu	2236
pha	2234
tiếc	2233
gấp	2231
bọn	2231
khuyên	2228
khuôn	2226
chiếu	2220
đập	2218
trà	2216
thăng	2215
bếp	2213
lưng	2212
bào	2212
buôn	2208
hoài	2208
lượt	2207
dữ	2200
ẩn	2198
mã	2192
bơi	2192
giành	2192
kê	2189
ghế	2185
ép	2183
kín	2182
khích	2175
lãng	2170
rửa	2164
thói	2164
võ	2161
thù	2157
khung	2157
ngũ	2153
hạng	2153
huống	2149
giây	2148
đạp	2147
phan	2146
viêm	2142
thiệu	2139
hiến	2136
lục	2136
bão	2135
súng	2132
vương	2130
trúng	2117
ống	2111
bảng	2108
chùa	2107
nha	2101
rác	2098
lừa	2098
duyên	2096
làn	2095
ngừng	2094
trừ	2092
mảnh	2090
dường	2081
vả	2066
thờ	2063
dày	2063
trầm	2062
ngắm	2055
cãi	2053
giật	2052
bại	2044
chín	2043
bạch	2031
dứt	2031
tốn	2031
thập	2028
sốt	2026
tràn	2024
bốn	2022
sắt	2020
tri	2019
vời	2014
thảm	2013
xế	2006
vỏ	1999
não	1998
bắn	1994
hiếu	1991
đàm	1986
rẻ	1983
dâu	1980
mạc	1980
hang	1977
quỹ	1973
nhũng	1968
túc	1968
đậm	1967
hộp	1966
kì	1962
phấn	1957
bát	1956
tỉ	1953
ngư	1948
trấn	1947
hiền	1947
hầm	1943
khấu	1943
trân	1942
hãng	1941
đền	1936
xương	1936
ruột	1932
doạ	1930
điệu	1921
cờ	1921
vất	1917
khen	1915
tổn	1914
nhé	1910
vẽ	1907
tôm	1907
tùng	1904
mực	1902
trưa	1898
thọ	1897
lầm	1896
phức	1895
canh	1890
ẩm	1887
tệ	1883
thua	1882
vội	1878
say	1878
chim	1875
hoảng	1873
váy	1870
phẫu	1869
trôi	1867
unkhunk	1866
mày	1864
giam	1864
hảo	1861
giấu	1861
gói	1861
che	1855
gạo	1851
non	1851
bó	1846
cụm	1845
phiếu	1842
răng	1841
chừng	1839
tung	1838
trào	1830
giận	1828
tròn	1820
tán	1818
hô	1816
hỏng	1815
đoạt	1809
ga	1808
bột	1800
tan	1799
tiềm	1799
huế	1795
chua	1791
bối	1784
chặn	1778
a	1773
huyền	1772
sôi	1757
kháng	1756
sót	1749
huấn	1746
miếng	1739
điển	1735
lộc	1734
chối	1731
bám	1727
ngưỡng	1724
gỡ	1723
lào	1722
mổ	1721
thổ	1720
phượng	1720
thả	1719
đỉnh	1717
dinh	1716
tật	1714
ái	1710
cẩn	1710
béo	1708
đe	1708
nở	1706
ngô	1704
cản	1700
hung	1700
phán	1698
cổng	1690
đắt	1690
cựu	1689
tả	1688
bớt	1680
bận	1670
tụ	1670
nướng	1668
chả	1668
tá	1667
hư	1666
thẻ	1664
bùi	1660
lí	1655
cứng	1651
chán	1648
đinh	1645
sàn	1642
kho	1642
hứa	1640
bền	1638
gọn	1637
lãi	1637
rào	1635
cất	1635
nhàng	1626
tuý	1625
nụ	1621
uy	1617
thải	1611
đựng	1610
gợi	1609
tang	1609
va	1606
địch	1602
bạo	1599
gánh	1587
thạch	1586
sứ	1585
giường	1581
ốc	1578
cú	1577
mét	1576
phước	1569
cắp	1569
khát	1558
cột	1557
lính	1557
ngầm	1556
bụi	1553
ngọn	1551
muối	1550
đãi	1538
tha	1537
tháo	1532
thằng	1531
toả	1530
bá	1528
đốt	1525
kiều	1523
trọ	1520
cương	1515
huỷ	1515
nhịp	1515
chăn	1508
xăng	1505
ác	1504
hôi	1497
xứng	1495
tủ	1494
khoe	1494
tông	1493
mắm	1487
ạ	1487
vải	1486
vắng	1485
lỗ	1484
bốc	1483
cỏ	1482
bề	1480
cua	1479
cốt	1478
bia	1472
dạ	1471
xô	1468
móc	1467
mãn	1467
muộn	1463
lang	1462
truyện	1461
pháo	1461
tú	1460
ức	1457
gan	1450
xâm	1448
thiểu	1448
cảng	1447
táo	1447
ôn	1444
chìm	1444
lọc	1439
cai	1438
bỗng	1432
khiển	1431
co	1430
bông	1422
mệnh	1418
leo	1417
than	1413
treo	1413
bổng	1408
tuyết	1405
phật	1403
vẹn	1400
trích	1398
mưu	1396
vua	1392
ngạc	1392
dọc	1391
trống	1391
ngực	1388
đống	1382
tàn	1379
ảo	1378
dưa	1377
thoảng	1376
rủi	1374
hoả	1374
in	1373
điệp	1372
ro	1372
huỳnh	1371
mạn	1365
mỡ	1364
khổng	1358
lắp	1352
hàm	1351
hâm	1350
lưới	1349
suối	1349
săn	1349
trọn	1349
nhẫn	1344
lẻ	1343
đạn	1339
bù	1339
củ	1334
hẹp	1332
trộn	1332
tháp	1331
kênh	1331
dã	1329
thuẫn	1324
mâu	1323
lúa	1322
sánh	1321
khẩn	1318
tớ	1318
cống	1317
thợ	1311
hối	1309
đồn	1305
lam	1301
hòn	1298
ném	1293
khoảnh	1292
đeo	1290
ân	1288
đo	1287
im	1286
mì	1286
vĩ	1285
hổ	1284
nhuận	1283
đắp	1281
mồ	1273
dược	1270
mẻ	1262
thoáng	1262
giày	1259
khói	1257
giáp	1253
tắt	1249
tuân	1247
unkmunk	1247
hiển	1244
lồ	1240
tách	1240
lệch	1237
trật	1236
đói	1236
xoay	1233
đùa	1231
mù	1229
tráng	1229
tam	1229
ám	1226
vang	1225
ruộng	1222
rỡ	1220
bom	1219
lợn	1218
dịu	1217
nhầm	1217
đớn	1216
tàng	1214
giãn	1213
bê	1212
dừa	1212
tím	1210
dọn	1208
yến	1208
dạo	1206
ngoan	1206
heo	1206
ơi	1206
cay	1205
lăng	1203
trăng	1196
mộc	1195
lộn	1191
chém	1190
rèn	1187
lãm	1186
khứ	1184
ngơi	1182
ưa	1181
nề	1181
ven	1180
mông	1179
lô	1176
rực	1175
đẻ	1174
rắn	1174
ngào	1174
khéo	1172
ngoái	1171
thuần	1171
thùng	1166
hoan	1164
sợi	1163
khoan	1158
phỏng	1157
dĩ	1155
quỳnh	1155
mây	1154
ớt	1154
chai	1152
đành	1151
cẩm	1148
lông	1147
mỏng	1147
tiệc	1143
ghép	1140
loan	1133
hi	1132
chẽ	1132
mượn	1131
chăng	1126
dâm	1126
xạ	1124
kem	1124
nhạy	1124
duyệt	1122
nhãn	1120
lạp	1113
mộng	1112
hãi	1111
trâu	1110
dính	1110
lão	1109
khâu	1109
thuý	1109
xách	1106
xoá	1105
sen	1104
tảng	1103
trữ	1096
tre	1095
đằng	1093
rồng	1093
nồng	1089
gũi	1089
chúa	1088
thưa	1088
khiếu	1086
mến	1085
mạo	1084
oan	1083
quyến	1082
băn	1078
sập	1078
múa	1074
lứa	1072
rũ	1072
trượt	1068
khống	1068
u	1067
trục	1066
mau	1066
khoăn	1065
ngựa	1064
nhạt	1064
đĩa	1063
vạn	1063
kiệt	1060
thiệp	1058
ngõ	1056
lò	1052
thầm	1047
đồi	1046
dàn	1045
gìn	1045
rộn	1042
sáu	1042
mọc	1042
tao	1041
thịnh	1034
ngộ	1034
trạm	1033
kẹt	1026
nhựa	1023
gã	1020
côn	1020
vặt	1020
dốc	1017
chinh	1017
ha	1016
chửi	1012
mèo	1012
vở	1009
nảy	1008
điên	1003
lôi	1002
chuột	1002
hò	998
à	997
mò	993
chốt	992
thước	988
kĩ	984
ấp	983
viễn	981
đặng	981
thự	980
rạng	978
bi	977
xả	977
mũ	974
chủng	973
dồn	972
nát	971
diệt	969
cám	968
bồ	968
vịnh	966
vây	966
nai	966
dối	965
mờ	963
bút	962
ngừa	959
ngâm	959
liêm	959
gạch	956
chiêu	955
thỉnh	955
phái	951
diệu	951
khe	951
gối	950
sương	950
bọc	946
cắm	944
dở	943
hưu	941
điền	941
thấu	941
lồng	940
ho	939
voi	938
lăn	937
chuối	937
tiệm	935
giọt	934
buông	934
tu	933
su	933
khoán	931
mặn	928
sốc	928
bảy	926
vươn	926
thánh	925
tràng	925
ngón	925
dâng	924
bỏng	923
bể	922
bẩn	920
mầm	919
ghé	919
phiền	918
lấp	918
tứ	916
tiêm	914
ngột	913
ngãi	913
lở	913
khang	912
tiễn	911
bàng	911
ghét	910
quãng	909
vỉa	909
đan	906
hận	904
bế	904
rủ	903
bún	898
chuỗi	896
thổi	894
ổ	893
chuyền	891
khuẩn	890
lậu	889
chanh	886
ốm	886
thấm	886
nhậu	886
nồi	882
cạn	881
nhặt	880
móng	879
rãi	879
ngụ	877
dắt	877
lấn	874
xôi	874
chẩn	873
chênh	873
sếp	870
san	867
cốc	867
đầm	866
giòn	865
son	864
vã	862
lát	861
rà	860
cỡ	858
lặn	856
nếp	855
xá	854
lỡ	854
triệt	854
chè	853
cháo	853
khơi	853
nhở	852
phổi	852
chiên	850
nguyệt	848
đúc	848
dập	847
khôn	844
quái	843
bùng	843
má	840
e	840
phở	840
nút	840
bội	839
hỗn	838
khuyết	837
sướng	834
liều	833
cưỡng	831
nghịch	830
khái	830
nấm	829
chê	828
đáy	826
vũng	826
lưỡi	825
nhát	824
mười	824
thắt	821
bấm	820
thuỳ	820
lọt	818
chật	814
thầu	814
gắt	813
thép	810
lây	810
gãy	810
thâm	808
manh	806
ngỡ	806
ngợi	805
nhung	805
thuỵ	804
lội	803
lật	802
phun	802
lạm	800
dại	798
mốc	797
khoai	796
đai	796
sút	795
huệ	795
ham	793
ong	792
măng	791
lặp	791
chợt	790
ao	790
út	790
khao	789
my	789
quát	788
đuôi	788
thắc	786
chặng	782
cởi	781
léo	781
trắc	779
vứt	777
tụng	776
nho	775
xà	774
vịt	773
ào	770
đế	769
đuối	766
quét	766
lùng	762
tuệ	761
hở	761
nén	759
mảng	759
tỏi	758
chuộng	757
màng	756
rắc	756
đắn	755
chiêm	755
nghiện	755
xót	754
ồn	753
ướt	753
man	750
hái	749
nhan	748
bắp	747
cắn	744
lân	743
đoan	743
soạn	742
tám	741
hố	740
nghiệt	739
hân	738
quyên	738
ngất	737
nôn	736
đèo	735
gác	735
khớp	734
chốn	733
kẹo	733
cúng	732
vóc	730
soi	730
dội	730
bích	729
khôi	727
đòn	725
xào	724
củng	723
thô	723
luỹ	721
mi	720
cậy	719
xưởng	717
thiêng	714
hét	714
bấy	714
lỏng	713
giàn	713
lau	711
lạng	710
lưỡng	709
hoại	705
mỏ	703
châm	703
úc	703
chép	702
kí	701
bẻ	700
phơi	700
liêu	698
bì	698
dò	697
mòn	695
luân	694
đắc	694
rong	693
nhường	690
mồi	690
chậu	690
trùm	687
men	687
đạc	686
phanh	686
họng	685
triết	684
nứt	684
mắng	684
vướng	684
toạ	683
dán	683
ghen	682
pin	682
nhì	681
lạt	680
nhí	678
dỗ	676
xích	673
sụp	673
nghiêng	672
khuất	671
nhượng	671
đắng	671
nhiếp	666
sạt	666
xao	665
xen	664
sưu	664
vợt	663
văng	663
tẩu	660
hước	659
rể	656
tui	655
tê	655
rung	654
mập	653
bơm	653
luộc	652
lắc	650
nhắm	649
lùi	649
tựa	648
chén	646
nhỉ	646
nhã	646
phu	645
tò	644
khép	642
nọ	642
tần	642
mịn	641
lụt	641
tạng	640
trịnh	640
buýt	639
phím	639
tồi	638
thèm	637
gay	637
kỉ	636
láng	634
ngươi	634
xông	633
cành	632
bang	632
gom	631
gục	630
lung	630
lơ	630
lữ	627
tẩy	627
chen	627
nã	626
đứt	625
phụng	625
chôn	625
thạc	623
ti	622
li	620
hoành	619
giếng	617
bùn	616
vắt	615
sụt	614
bộc	613
trừng	612
dẹp	612
lường	611
dặn	610
khiếp	609
phùng	609
giặt	606
rẫy	606
tạ	604
cong	602
hụt	601
đắm	601
nản	600
nâu	599
chui	598
bách	598
quế	598
vách	597
lề	596
diễm	594
thắp	594
lách	593
dai	593
ranh	591
bực	591
quạt	589
ngây	587
hường	585
buồng	585
chèo	584
vấp	584
óc	584
cự	584
vành	582
giông	581
na	580
lánh	580
vờ	578
vớt	578
thuyên	576
dãy	576
khoác	575
êm	574
gò	573
